LocationKey,City,State,PostalCode,Country,Region,CreatedDate
1783,"BORIVALI-WEST, MUMBAI",MAHARASHTRA,400091,IN,West India,2026-09-06T03:33:59.032832
1784,BORSAD,GUJARAT,388540,IN,West India,2026-09-06T03:33:59.032832
1785,BOUDH,ODISHA,762014,IN,East & North-East,2026-09-06T03:33:59.032832
1786,BRAHMAPUR,ODISHA,760010,IN,East & North-East,2026-09-06T03:33:59.032832
1787,BRAHMAPURI,MAHARASHTRA,441206,IN,West India,2026-09-06T03:33:59.032832
1788,"BUCHIREDDIPALEM, NELLORE",ANDHRA PRADESH,524305,IN,South India,2026-09-06T03:33:59.032832
1789,BUDGE BUDGE,WEST BENGAL,700138,IN,East & North-East,2026-09-06T03:33:59.032832
1790,BUDHANA,UTTAR PRADESH,251305,IN,North India,2026-09-06T03:33:59.032832
1791,BULANDSHAHR,UTTAR PRADESH,203392,IN,North India,2026-09-06T03:33:59.032832
1792,BURDWAN,WEST BENGAL,713102,IN,East & North-East,2026-09-06T03:33:59.032832
1793,BURDWAN,WEST BENGAL,713127,IN,East & North-East,2026-09-06T03:33:59.032832
1794,BURDWAN,WEST BENGAL,713515,IN,East & North-East,2026-09-06T03:33:59.032832
1795,BUTIBORI MIDC,MAHARASHTRA,441122,IN,West India,2026-09-06T03:33:59.032832
1796,BUXAR,BIHAR,802103,IN,East & North-East,2026-09-06T03:33:59.032832
1797,BYATRYANPURA,KARNATAKA,560092,IN,South India,2026-09-06T03:33:59.032832
1798,C.C.C NASPUR,TELANGANA,504302,IN,South India,2026-09-06T03:33:59.032832
1799,CACHAR,ASSAM,788011,IN,East & North-East,2026-09-06T03:33:59.032832
1800,CALAPOR,GOA,403206,IN,West India,2026-09-06T03:33:59.032832
1801,CALICUT,KERALA,673010,IN,South India,2026-09-06T03:33:59.032832
1802,CALICUT DIST,KERALA,673309,IN,South India,2026-09-06T03:33:59.032832
1803,CANDOLIM,GOA,403515,IN,West India,2026-09-06T03:33:59.032832
1804,CBD BELAPUR NAVI MUMBAI,MAHARASHTRA,400614,IN,West India,2026-09-06T03:33:59.032832
1805,CHAIBASA,JHARKHAND,833204,IN,East & North-East,2026-09-06T03:33:59.032832
1806,CHAKDAHA,WEST BENGAL,741222,IN,East & North-East,2026-09-06T03:33:59.032832
1807,CHAKIA CHANDAULU,UTTAR PRADESH,232103,IN,North India,2026-09-06T03:33:59.032832
1808,CHAMARAJANAGAR,KARNATAKA,571115,IN,South India,2026-09-06T03:33:59.032832
1809,CHAMARAJANAGARA,KARNATAKA,571128,IN,South India,2026-09-06T03:33:59.032832
1810,CHAMBA,HIMACHAL PRADESH,176311,IN,North India,2026-09-06T03:33:59.032832
1811,CHAMOLI,UTTARAKHAND,246424,IN,North India,2026-09-06T03:33:59.032832
1812,CHAMPA,CHHATTISGARH,495671,IN,Central India,2026-09-06T03:33:59.032832
1813,CHAMPUA,ODISHA,758041,IN,East & North-East,2026-09-06T03:33:59.032832
1814,CHANCHAL,WEST BENGAL,732123,IN,East & North-East,2026-09-06T03:33:59.032832
1815,CHANDAMETA BUTARIA,MADHYA PRADESH,480441,IN,Central India,2026-09-06T03:33:59.032832
1816,CHANDANNAGAR,WEST BENGAL,712102,IN,East & North-East,2026-09-06T03:33:59.032832
1817,CHANDANNAGAR,WEST BENGAL,712138,IN,East & North-East,2026-09-06T03:33:59.032832
1818,"CHANDANNAGAR, DISTRICT - HOOGHLY",WEST BENGAL,712136,IN,East & North-East,2026-09-06T03:33:59.032832
1819,CHANDAUSI,UTTAR PRADESH,244412,IN,North India,2026-09-06T03:33:59.032832
1820,CHANDERI,MADHYA PRADESH,473446,IN,Central India,2026-09-06T03:33:59.032832
1821,CHANDIGARH,CHANDIGARH,160001,IN,North India,2026-09-06T03:33:59.032832
1822,CHANDIGARH,CHANDIGARH,160008,IN,North India,2026-09-06T03:33:59.032832
1823,CHANDIGARHCHANDIGARH,CHANDIGARH,160043,IN,North India,2026-09-06T03:33:59.032832
1824,CHANDPARA,WEST BENGAL,743245,IN,East & North-East,2026-09-06T03:33:59.032832
1825,CHANDRAPUR,MAHARASHTRA,442402,IN,West India,2026-09-06T03:33:59.032832
1826,CHANDRAPUR,MAHARASHTRA,442403,IN,West India,2026-09-06T03:33:59.032832
1827,CHANDUR AMRAVATI DISTRICT,MAHARASHTRA,444904,IN,West India,2026-09-06T03:33:59.032832
1828,CHANGANACHERRY,KERALA,686103,IN,South India,2026-09-06T03:33:59.032832
1829,CHANGANACHERRY,KERALA,686104,IN,South India,2026-09-06T03:33:59.032832
1830,CHANGANACHERRY,KERALA,686546,IN,South India,2026-09-06T03:33:59.032832
1831,CHANGANASSERY,KERALA,686532,IN,South India,2026-09-06T03:33:59.032832
1832,CHANGLANG,ARUNACHAL PRADESH,792122,IN,Other,2026-09-06T03:33:59.032832
1833,CHANNANKARA THIRUVANANTHAPURAM DISTRICT,KERALA,695301,IN,South India,2026-09-06T03:33:59.032832
1834,CHANNGIRI,KARNATAKA,577213,IN,South India,2026-09-06T03:33:59.032832
1835,CHARAMA,CHHATTISGARH,494337,IN,Central India,2026-09-06T03:33:59.032832
1836,CHARHI,JHARKHAND,825336,IN,East & North-East,2026-09-06T03:33:59.032832
1837,CHARKHI DADRI,HARYANA,127306,IN,North India,2026-09-06T03:33:59.032832
1838,CHATHANNOOR.,KERALA,691579,IN,South India,2026-09-06T03:33:59.032832
1839,CHATRA,JHARKHAND,825401,IN,East & North-East,2026-09-06T03:33:59.032832
1840,CHAZHOOR,KERALA,680571,IN,South India,2026-09-06T03:33:59.032832
1841,CHELAKKARA,KERALA,680586,IN,South India,2026-09-06T03:33:59.032832
1842,CHELARI,KERALA,676317,IN,South India,2026-09-06T03:33:59.032832
1843,CHELPUR,TELANGANA,506168,IN,South India,2026-09-06T03:33:59.032832
1844,CHEMANCHERI,KERALA,673304,IN,South India,2026-09-06T03:33:59.032832
1845,CHENDAMANGALAM,KERALA,680734,IN,South India,2026-09-06T03:33:59.032832
1846,CHENGALPATTU,TAMIL NADU,603003,IN,South India,2026-09-06T03:33:59.032832
1847,CHENGALPATTU,TAMIL NADU,603004,IN,South India,2026-09-06T03:33:59.032832
1848,CHENGALPATTU,TAMIL NADU,603101,IN,South India,2026-09-06T03:33:59.032832
1849,BODUPPAL,TELANGANA,500092,IN,South India,2026-09-06T03:33:59.032832
1850,BOISAR,MAHARASHTRA,401501,IN,West India,2026-09-06T03:33:59.032832
1851,BOKARO STEEL CITY,JHARKHAND,827003,IN,East & North-East,2026-09-06T03:33:59.032832
1852,BOKARO STEEL CITY,JHARKHAND,827004,IN,East & North-East,2026-09-06T03:33:59.032832
1853,BOKARO STEEL CITY,JHARKHAND,827009,IN,East & North-East,2026-09-06T03:33:59.032832
1854,BOKARO THERMAL,JHARKHAND,829107,IN,East & North-East,2026-09-06T03:33:59.032832
1855,BOKARO THERMAL TOWNSHIP,JHARKHAND,829107,IN,East & North-East,2026-09-06T03:33:59.032832
1856,BOLPUR,WEST BENGAL,731235,IN,East & North-East,2026-09-06T03:33:59.032832
1857,BOMDILA,ARUNACHAL PRADESH,790001,IN,Other,2026-09-06T03:33:59.032832
1858,BOOTHAPANDI,TAMIL NADU,629852,IN,South India,2026-09-06T03:33:59.032832
1859,BORAI,WEST BENGAL,712306,IN,East & North-East,2026-09-06T03:33:59.032832
1860,BORAWAR,RAJASTHAN,341502,IN,North India,2026-09-06T03:33:59.032832
1861,"BORIVALI WEST, MUNBAI",MAHARASHTRA,400091,IN,West India,2026-09-06T03:33:59.032832
1862,BOTAD,GUJARAT,364710,IN,West India,2026-09-06T03:33:59.032832
1863,BOUDH,ODISHA,762016,IN,East & North-East,2026-09-06T03:33:59.032832
1864,BRAJARAJNAGAR,ODISHA,768216,IN,East & North-East,2026-09-06T03:33:59.032832
1865,BRG SHANGRI-LA  INDORE,MADHYA PRADESH,453771,IN,Central India,2026-09-06T03:33:59.032832
1866,BUCHIREDDIPALEM,ANDHRA PRADESH,524305,IN,South India,2026-09-06T03:33:59.032832
1867,BUDGAM,JAMMU & KASHMIR,190015,IN,North India,2026-09-06T03:33:59.032832
1868,BUDGAM,JAMMU & KASHMIR,191111,IN,North India,2026-09-06T03:33:59.032832
1869,BUDGAM,JAMMU & KASHMIR,192121,IN,North India,2026-09-06T03:33:59.032832
1870,BULANDSHAHR,UTTAR PRADESH,203389,IN,North India,2026-09-06T03:33:59.032832
1871,BUNDIA,ODISHA,768225,IN,East & North-East,2026-09-06T03:33:59.032832
1872,BURARI,DELHI,110084,IN,North India,2026-09-06T03:33:59.032832
1873,BURHAR,MADHYA PRADESH,484110,IN,Central India,2026-09-06T03:33:59.032832
1874,BUTIBORI,MAHARASHTRA,441108,IN,West India,2026-09-06T03:33:59.032832
1875,BUXAR,BIHAR,802133,IN,East & North-East,2026-09-06T03:33:59.032832
1876,BYASANAGAR,ODISHA,755020,IN,East & North-East,2026-09-06T03:33:59.032832
1877,CALAPOR,GOA,403005,IN,West India,2026-09-06T03:33:59.032832
1878,CALICUT MEDICAL COLLEGE,KERALA,673008,IN,South India,2026-09-06T03:33:59.032832
1879,CANSAULIM,GOA,403712,IN,West India,2026-09-06T03:33:59.032832
1880,"CARANZALEM, PANJIM",GOA,403002,IN,West India,2026-09-06T03:33:59.032832
1881,CASNE-AMBEREM-POROSCADEM VP,GOA,403512,IN,West India,2026-09-06T03:33:59.032832
1882,CENTRAL DELHI,DELHI,110005,IN,North India,2026-09-06T03:33:59.032832
1883,CENTRAL DELHI,DELHI,110006,IN,North India,2026-09-06T03:33:59.032832
1884,CENTRAL DELHI,DELHI,110008,IN,North India,2026-09-06T03:33:59.032832
1885,CHABUA,ASSAM,786184,IN,East & North-East,2026-09-06T03:33:59.032832
1886,CHAGALLU,ANDHRA PRADESH,534342,IN,South India,2026-09-06T03:33:59.032832
1887,CHAIBASA,JHARKHAND,833201,IN,East & North-East,2026-09-06T03:33:59.032832
1888,CHAKIA PIPRA,BIHAR,845416,IN,East & North-East,2026-09-06T03:33:59.032832
1889,CHAKLUWA KALADHUNGI,UTTARAKHAND,263139,IN,North India,2026-09-06T03:33:59.032832
1890,"CHAKRATA ROAD, DEHRADUN",UTTARAKHAND,248006,IN,North India,2026-09-06T03:33:59.032832
1891,CHALAKUDY,KERALA,680307,IN,South India,2026-09-06T03:33:59.032832
1892,CHALAKUDY,KERALA,680721,IN,South India,2026-09-06T03:33:59.032832
1893,CHALAKUDY,KERALA,680722,IN,South India,2026-09-06T03:33:59.032832
1894,CHALSIGAON,MAHARASHTRA,424101,IN,West India,2026-09-06T03:33:59.032832
1895,CHALTIA,WEST BENGAL,742407,IN,East & North-East,2026-09-06T03:33:59.032832
1896,CHAMBA,HIMACHAL PRADESH,176310,IN,North India,2026-09-06T03:33:59.032832
1897,"CHAMPAKULAM, ALAPPUZHAA",KERALA,688505,IN,South India,2026-09-06T03:33:59.032832
1898,CHAMPAWAT,UTTARAKHAND,262524,IN,North India,2026-09-06T03:33:59.032832
1899,CHAMPDANI,WEST BENGAL,712221,IN,East & North-East,2026-09-06T03:33:59.032832
1900,CHAND NAGAR,DELHI,110018,IN,North India,2026-09-06T03:33:59.032832
1901,"CHANDANAGAR, HYDERABAD",TELANGANA,500050,IN,South India,2026-09-06T03:33:59.032832
1902,CHANDANNAGAR,WEST BENGAL,712136,IN,East & North-East,2026-09-06T03:33:59.032832
1903,CHANDAPURA,KARNATAKA,562138,IN,South India,2026-09-06T03:33:59.032832
1904,CHANDAULI,UTTAR PRADESH,232104,IN,North India,2026-09-06T03:33:59.032832
1905,CHANDAULI,UTTAR PRADESH,232106,IN,North India,2026-09-06T03:33:59.032832
1906,CHANDAUSI,UTTAR PRADESH,244414,IN,North India,2026-09-06T03:33:59.032832
1907,CHANDIGAR,CHANDIGARH,160022,IN,North India,2026-09-06T03:33:59.032832
1908,CHANDIGARH,CHANDIGARH,160014,IN,North India,2026-09-06T03:33:59.032832
1909,CHANDIGARH,CHANDIGARH,160015,IN,North India,2026-09-06T03:33:59.032832
1910,CHANDIGARH,CHANDIGARH,160020,IN,North India,2026-09-06T03:33:59.032832
1911,CHANDIGARH,CHANDIGARH,160061,IN,North India,2026-09-06T03:33:59.032832
1912,CHANDIL,JHARKHAND,832401,IN,East & North-East,2026-09-06T03:33:59.032832
1913,CHANDIPUR MALDAH DISTRICT,WEST BENGAL,732203,IN,East & North-East,2026-09-06T03:33:59.032832
1914,CHANDRAPUR,MAHARASHTRA,440013,IN,West India,2026-09-06T03:33:59.032832
1915,CHANDRAPUR,MAHARASHTRA,442404,IN,West India,2026-09-06T03:33:59.032832
1916,CHANDRAPUR,MAHARASHTRA,442505,IN,West India,2026-09-06T03:33:59.032832
1917,CHANDRAPUR,MAHARASHTRA,442917,IN,West India,2026-09-06T03:33:59.032832
1918,"CHANDUR RAILWAY, DIST - AMRAVATI",MAHARASHTRA,444904,IN,West India,2026-09-06T03:33:59.032832
1919,CHANDVAD,MAHARASHTRA,423101,IN,West India,2026-09-06T03:33:59.032832
1920,CHANGANACHERRY,KERALA,686105,IN,South India,2026-09-06T03:33:59.032832
1921,"CHANGANACHERRY, KOTTAYAM",KERALA,686535,IN,South India,2026-09-06T03:33:59.032832
1922,CHANGANASSERY,KERALA,686504,IN,South India,2026-09-06T03:33:59.032832
1923,BIJBEHARA,JAMMU & KASHMIR,192124,IN,North India,2026-09-06T03:33:59.032832
1924,BIJNOR,UTTAR PRADESH,246722,IN,North India,2026-09-06T03:33:59.032832
1925,BIJPUR,UTTAR PRADESH,231223,IN,North India,2026-09-06T03:33:59.032832
1926,BIKANER,RAJASTHAN,334005,IN,North India,2026-09-06T03:33:59.032832
1927,BIKNOOR,TELANGANA,503101,IN,South India,2026-09-06T03:33:59.032832
1928,BILASPUR,CHHATTISGARH,495004,IN,Central India,2026-09-06T03:33:59.032832
1929,BILASPUR,CHHATTISGARH,495223,IN,Central India,2026-09-06T03:33:59.032832
1930,BILASPUR,HIMACHAL PRADESH,174002,IN,North India,2026-09-06T03:33:59.032832
1931,BILIMORA,GUJARAT,396321,IN,West India,2026-09-06T03:33:59.032832
1932,BINDKI,UTTAR PRADESH,212631,IN,North India,2026-09-06T03:33:59.032832
1933,BINNAGURI,WEST BENGAL,735203,IN,East & North-East,2026-09-06T03:33:59.032832
1934,BIRPUR,BIHAR,854340,IN,East & North-East,2026-09-06T03:33:59.032832
1935,BISALPUR,UTTAR PRADESH,262201,IN,North India,2026-09-06T03:33:59.032832
1936,BISWAN,UTTAR PRADESH,261201,IN,North India,2026-09-06T03:33:59.032832
1937,BOBBILI,ANDHRA PRADESH,535558,IN,South India,2026-09-06T03:33:59.032832
1938,BODHAN,TELANGANA,503180,IN,South India,2026-09-06T03:33:59.032832
1939,BOINPALLE,TELANGANA,505524,IN,South India,2026-09-06T03:33:59.032832
1940,BOKAJAN,ASSAM,782480,IN,East & North-East,2026-09-06T03:33:59.032832
1941,BOKAJAN,ASSAM,782490,IN,East & North-East,2026-09-06T03:33:59.032832
1942,BOKARO STEEL CITY,JHARKHAND,827001,IN,East & North-East,2026-09-06T03:33:59.032832
1943,BOKARO STEEL CITY,JHARKHAND,827014,IN,East & North-East,2026-09-06T03:33:59.032832
1944,BOKARO STEEL CITY,JHARKHAND,827302,IN,East & North-East,2026-09-06T03:33:59.032832
1945,BOLPUR,WEST BENGAL,731204,IN,East & North-East,2026-09-06T03:33:59.032832
1946,BONGAIGAON IOCL TOWNSHIP,ASSAM,783385,IN,East & North-East,2026-09-06T03:33:59.032832
1947,BONGAIGAON RPCL TOWNSHIP,ASSAM,783385,IN,East & North-East,2026-09-06T03:33:59.032832
1948,BOPODI PUNE,MAHARASHTRA,411020,IN,West India,2026-09-06T03:33:59.032832
1949,BORIVALI EAST,MAHARASHTRA,400066,IN,West India,2026-09-06T03:33:59.032832
1950,BORIVALI WEST MUMBAI,MAHARASHTRA,400103,IN,West India,2026-09-06T03:33:59.032832
1951,"BORIVALI WEST, MUMBAI",MAHARASHTRA,400092,IN,West India,2026-09-06T03:33:59.032832
1952,BORKA,ASSAM,781101,IN,East & North-East,2026-09-06T03:33:59.032832
1953,BORLI PANCHTAN,MAHARASHTRA,402403,IN,West India,2026-09-06T03:33:59.032832
1954,BRAHMAPUR,ODISHA,760002,IN,East & North-East,2026-09-06T03:33:59.032832
1955,"BRAHMAVAR, UDUPI",KARNATAKA,576213,IN,South India,2026-09-06T03:33:59.032832
1956,BRAJARAJNAGAR,ODISHA,768233,IN,East & North-East,2026-09-06T03:33:59.032832
1957,"BUDAMANGALAM , THIRUVARUR DISTRICT",TAMIL NADU,610114,IN,South India,2026-09-06T03:33:59.032832
1958,BUDHLADA,PUNJAB,151502,IN,North India,2026-09-06T03:33:59.032832
1959,"BUDHUWARI , KORBA",CHHATTISGARH,495677,IN,Central India,2026-09-06T03:33:59.032832
1960,BUDNI,MADHYA PRADESH,466445,IN,Central India,2026-09-06T03:33:59.032832
1961,BULANDSHAHR,UTTAR PRADESH,203411,IN,North India,2026-09-06T03:33:59.032832
1962,BULDANA,MAHARASHTRA,443001,IN,West India,2026-09-06T03:33:59.032832
1963,BURDWAN,WEST BENGAL,713103,IN,East & North-East,2026-09-06T03:33:59.032832
1964,BURDWAN,WEST BENGAL,713407,IN,East & North-East,2026-09-06T03:33:59.032832
1965,BURDWAN,WEST BENGAL,713427,IN,East & North-East,2026-09-06T03:33:59.032832
1966,BURHANPUR,MADHYA PRADESH,450331,IN,Central India,2026-09-06T03:33:59.032832
1967,BURLA,ODISHA,768018,IN,East & North-East,2026-09-06T03:33:59.032832
1968,BURLA,ODISHA,768019,IN,East & North-East,2026-09-06T03:33:59.032832
1969,"BUTIBORI, NAGPUR",MAHARASHTRA,441108,IN,West India,2026-09-06T03:33:59.032832
1970,BUTTAYAGUDEM,ANDHRA PRADESH,534448,IN,South India,2026-09-06T03:33:59.032832
1971,BYADGI,KARNATAKA,581106,IN,South India,2026-09-06T03:33:59.032832
1972,BYPASSROAD KONDAPURAM,ANDHRA PRADESH,516444,IN,South India,2026-09-06T03:33:59.032832
1973,CACHAR,ASSAM,788005,IN,East & North-East,2026-09-06T03:33:59.032832
1974,CALANGUTE,GOA,403516,IN,West India,2026-09-06T03:33:59.032832
1975,"CALANGUTE, BARDEZ",GOA,403516,IN,West India,2026-09-06T03:33:59.032832
1976,CALAPOR,GOA,403202,IN,West India,2026-09-06T03:33:59.032832
1977,CALICUT,KERALA,673005,IN,South India,2026-09-06T03:33:59.032832
1978,CALICUT,KERALA,673019,IN,South India,2026-09-06T03:33:59.032832
1979,CALICUT,KERALA,673028,IN,South India,2026-09-06T03:33:59.032832
1980,CALICUT,KERALA,673032,IN,South India,2026-09-06T03:33:59.032832
1981,CALICUT,KERALA,673571,IN,South India,2026-09-06T03:33:59.032832
1982,CALICUT,KERALA,673572,IN,South India,2026-09-06T03:33:59.032832
1983,CALICUT,KERALA,673631,IN,South India,2026-09-06T03:33:59.032832
1984,CALICUT,KERALA,673655,IN,South India,2026-09-06T03:33:59.032832
1985,CALICUT KUNNAMANGALAM,KERALA,673571,IN,South India,2026-09-06T03:33:59.032832
1986,CANACONA,GOA,403702,IN,West India,2026-09-06T03:33:59.032832
1987,"CARONA, ALDONA",GOA,403523,IN,West India,2026-09-06T03:33:59.032832
1988,CBD BELAPUR,MAHARASHTRA,400614,IN,West India,2026-09-06T03:33:59.032832
1989,"CBD BELAPUR , NAVI MUMBAI",MAHARASHTRA,400614,IN,West India,2026-09-06T03:33:59.032832
1990,"CBD BELAPUR,NAVI MUMBAI",MAHARASHTRA,400614,IN,West India,2026-09-06T03:33:59.032832
1991,"CEPZ PO, KAKKANAD ,KOCHI",KERALA,682037,IN,South India,2026-09-06T03:33:59.032832
1992,CHAINPUR,JHARKHAND,835206,IN,East & North-East,2026-09-06T03:33:59.032832
1993,CHAKDAHA,WEST BENGAL,741255,IN,East & North-East,2026-09-06T03:33:59.032832
1994,CHAKIA,UTTAR PRADESH,232103,IN,North India,2026-09-06T03:33:59.032832
1995,CHAKMANO,UTTAR PRADESH,276306,IN,North India,2026-09-06T03:33:59.032832
1996,CHAKSU,RAJASTHAN,303901,IN,North India,2026-09-06T03:33:59.032832
1997,"CHALAKKAL,ALUVA",KERALA,683105,IN,South India,2026-09-06T03:33:59.032832
1998,CHENGALPATTU,TAMIL NADU,603202,IN,South India,2026-09-06T03:33:59.032832
1999,CHENGALPATTU  D.T,TAMIL NADU,603103,IN,South India,2026-09-06T03:33:59.032832
2000,CHENGANNUR,KERALA,689509,IN,South India,2026-09-06T03:33:59.032832
2001,"CHENGANNUR, ALAPPUZHA DISTRICT",KERALA,689505,IN,South India,2026-09-06T03:33:59.032832
2002,CHENGELPET,TAMIL NADU,603002,IN,South India,2026-09-06T03:33:59.032832
2003,CHENGELPET,TAMIL NADU,603203,IN,South India,2026-09-06T03:33:59.032832
2004,"CHENGHLEPET TALUK, KANCHEEPURAM DT.",TAMIL NADU,603204,IN,South India,2026-09-06T03:33:59.032832
2005,CHENGUVETTY,KERALA,676501,IN,South India,2026-09-06T03:33:59.032832
2006,CHENNAI,TAMIL NADU,600004,IN,South India,2026-09-06T03:33:59.032832
2007,CHENNAI,TAMIL NADU,600010,IN,South India,2026-09-06T03:33:59.032832
2008,CHENNAI,TAMIL NADU,600016,IN,South India,2026-09-06T03:33:59.032832
2009,CHENNAI,TAMIL NADU,600017,IN,South India,2026-09-06T03:33:59.032832
2010,CHENNAI,TAMIL NADU,600024,IN,South India,2026-09-06T03:33:59.032832
2011,CHENNAI,TAMIL NADU,600030,IN,South India,2026-09-06T03:33:59.032832
2012,CHENNAI,TAMIL NADU,600036,IN,South India,2026-09-06T03:33:59.032832
2013,CHENNAI,TAMIL NADU,600037,IN,South India,2026-09-06T03:33:59.032832
2014,CHENNAI,TAMIL NADU,600040,IN,South India,2026-09-06T03:33:59.032832
2015,CHENNAI,TAMIL NADU,600046,IN,South India,2026-09-06T03:33:59.032832
2016,CHENNAI,TAMIL NADU,600047,IN,South India,2026-09-06T03:33:59.032832
2017,CHENNAI,TAMIL NADU,600051,IN,South India,2026-09-06T03:33:59.032832
2018,CHENNAI,TAMIL NADU,600052,IN,South India,2026-09-06T03:33:59.032832
2019,CHENNAI,TAMIL NADU,600059,IN,South India,2026-09-06T03:33:59.032832
2020,CHENNAI,TAMIL NADU,600064,IN,South India,2026-09-06T03:33:59.032832
2021,CHENNAI,TAMIL NADU,600070,IN,South India,2026-09-06T03:33:59.032832
2022,CHENNAI,TAMIL NADU,600076,IN,South India,2026-09-06T03:33:59.032832
2023,CHENNAI,TAMIL NADU,600077,IN,South India,2026-09-06T03:33:59.032832
2024,CHENNAI,TAMIL NADU,600080,IN,South India,2026-09-06T03:33:59.032832
2025,CHENNAI,TAMIL NADU,600086,IN,South India,2026-09-06T03:33:59.032832
2026,CHENNAI,TAMIL NADU,600087,IN,South India,2026-09-06T03:33:59.032832
2027,CHENNAI,TAMIL NADU,600088,IN,South India,2026-09-06T03:33:59.032832
2028,CHENNAI,TAMIL NADU,600091,IN,South India,2026-09-06T03:33:59.032832
2029,CHENNAI,TAMIL NADU,600092,IN,South India,2026-09-06T03:33:59.032832
2030,CHENNAI,TAMIL NADU,600099,IN,South India,2026-09-06T03:33:59.032832
2031,CHENNAI,TAMIL NADU,600101,IN,South India,2026-09-06T03:33:59.032832
2032,CHENNAI,TAMIL NADU,600102,IN,South India,2026-09-06T03:33:59.032832
2033,CHENNAI,TAMIL NADU,600109,IN,South India,2026-09-06T03:33:59.032832
2034,CHENNAI,TAMIL NADU,600117,IN,South India,2026-09-06T03:33:59.032832
2035,CHENNAI,TAMIL NADU,600118,IN,South India,2026-09-06T03:33:59.032832
2036,CHENNAI,TAMIL NADU,600122,IN,South India,2026-09-06T03:33:59.032832
2037,CHENNAI,TAMIL NADU,600129,IN,South India,2026-09-06T03:33:59.032832
2038,CHENNAI,TAMIL NADU,600130,IN,South India,2026-09-06T03:33:59.032832
2039,CHENNAI,TAMIL NADU,601102,IN,South India,2026-09-06T03:33:59.032832
2040,CHENNAI,TAMIL NADU,602117,IN,South India,2026-09-06T03:33:59.032832
2041,CHENNAI,TAMIL NADU,603108,IN,South India,2026-09-06T03:33:59.032832
2042,CHENNAI 600004,TAMIL NADU,600004,IN,South India,2026-09-06T03:33:59.032832
2043,CHENNAI- 600040,TAMIL NADU,600040,IN,South India,2026-09-06T03:33:59.032832
2044,CHENNAI 600042,TAMIL NADU,600042,IN,South India,2026-09-06T03:33:59.032832
2045,CHENNAI 64,TAMIL NADU,600064,IN,South India,2026-09-06T03:33:59.032832
2046,CHENNAI KANCHEEPURAM,TAMIL NADU,600119,IN,South India,2026-09-06T03:33:59.032832
2047,CHENNAI.,TAMIL NADU,600087,IN,South India,2026-09-06T03:33:59.032832
2048,CHENNAI600031,TAMIL NADU,600031,IN,South India,2026-09-06T03:33:59.032832
2049,CHENNAI-81,TAMIL NADU,600081,IN,South India,2026-09-06T03:33:59.032832
2050,CHENNITHALA,KERALA,690104,IN,South India,2026-09-06T03:33:59.032832
2051,CHERIAL,TELANGANA,506223,IN,South India,2026-09-06T03:33:59.032832
2052,CHERKALA,KERALA,671541,IN,South India,2026-09-06T03:33:59.032832
2053,CHERPU,KERALA,680562,IN,South India,2026-09-06T03:33:59.032832
2054,CHERUKUNNU,KERALA,670331,IN,South India,2026-09-06T03:33:59.032832
2055,CHERUPUZHA,KERALA,670511,IN,South India,2026-09-06T03:33:59.032832
2056,CHERUTHAZHAM,KERALA,670305,IN,South India,2026-09-06T03:33:59.032832
2057,CHERUTHAZHAM,KERALA,670501,IN,South India,2026-09-06T03:33:59.032832
2058,CHERUTHURUTHI,KERALA,679531,IN,South India,2026-09-06T03:33:59.032832
2059,CHEYYUR,TAMIL NADU,603319,IN,South India,2026-09-06T03:33:59.032832
2060,CHHABRA,RAJASTHAN,325220,IN,North India,2026-09-06T03:33:59.032832
2061,"CHHABRA, BARAN",RAJASTHAN,325220,IN,North India,2026-09-06T03:33:59.032832
2062,CHHAPRAULI,UTTAR PRADESH,250617,IN,North India,2026-09-06T03:33:59.032832
2063,CHHATA,UTTAR PRADESH,281401,IN,North India,2026-09-06T03:33:59.032832
2064,CHHINDWARA,MADHYA PRADESH,480334,IN,Central India,2026-09-06T03:33:59.032832
2065,CHHINDWARA,MADHYA PRADESH,480559,IN,Central India,2026-09-06T03:33:59.032832
2066,CHHOTA UDAIPUR,GUJARAT,391165,IN,West India,2026-09-06T03:33:59.032832
2067,CHICALIM,GOA,403710,IN,West India,2026-09-06T03:33:59.032832
2068,CHICKBALLAPUR,KARNATAKA,562101,IN,South India,2026-09-06T03:33:59.032832
2069,CHIKBALLAPUR,KARNATAKA,562101,IN,South India,2026-09-06T03:33:59.032832
2070,CHIKKABALLAPUR,KARNATAKA,561228,IN,South India,2026-09-06T03:33:59.032832
2071,CHIKKABALLAPUR,KARNATAKA,562101,IN,South India,2026-09-06T03:33:59.032832
2072,CHIKKAMAGALURU,KARNATAKA,577181,IN,South India,2026-09-06T03:33:59.032832
2073,CHIKMAGALUR,KARNATAKA,577101,IN,South India,2026-09-06T03:33:59.032832
2074,CHIKMAGALUR,KARNATAKA,577129,IN,South India,2026-09-06T03:33:59.032832
2075,CHILAKALURIPET,ANDHRA PRADESH,522616,IN,South India,2026-09-06T03:33:59.032832
2076,CHANGSARI,ASSAM,781101,IN,East & North-East,2026-09-06T03:33:59.032832
2077,CHANTHAVILA,KERALA,695584,IN,South India,2026-09-06T03:33:59.032832
2078,CHAPRA,BIHAR,841403,IN,East & North-East,2026-09-06T03:33:59.032832
2079,CHARUMMOODU,KERALA,690505,IN,South India,2026-09-06T03:33:59.032832
2080,CHATRA,JHARKHAND,825408,IN,East & North-East,2026-09-06T03:33:59.032832
